,m,n,p,snr,nsspecfit_slope,nsspecfit_intercept,nsspecfit_r2
318,20,50,0.7,9.0,1.3355418599371138,-0.44916996843360335,0.9804371551712674
319,20,50,0.7,10.0,1.3010853575002248,-0.43894067371718604,0.9863398818817235
320,20,50,0.75,1.0,1.1948103325529542,-0.3014252721309214,0.9840342840156394
321,20,50,0.75,2.0,1.2861246120753798,-0.39273312175313013,0.9890719976055118
322,20,50,0.75,3.0,1.2264598696974847,-0.33599248534285936,0.9800280511480907
323,20,50,0.75,4.0,1.286727149729135,-0.38491748090957556,0.9870618210533533
324,20,50,0.75,5.0,1.214814530363563,-0.3144654421300432,0.9838373710920637
325,20,50,0.75,6.0,1.2630221665289643,-0.3606696125510219,0.9865423840108777
326,20,50,0.75,7.0,1.2729996305678024,-0.36796136332135865,0.9869626624085841
327,20,50,0.75,8.0,1.2502217006293557,-0.3469889067138595,0.9824952689214506
328,20,50,0.75,9.0,1.2462707175273529,-0.35415975812070644,0.981946596315271
329,20,50,0.75,10.0,1.2572076198178928,-0.3526751122463634,0.9793164857658029
330,20,50,0.8,1.0,1.1653772513878118,-0.24911087689893746,0.9852391860634494
331,20,50,0.8,2.0,1.1642025419408313,-0.25002075831345405,0.9864218985590897
332,20,50,0.8,3.0,1.2094609630783006,-0.2839259841699739,0.9876741837781227
333,20,50,0.8,4.0,1.2147235916154868,-0.28513345530885925,0.9833190115830736
334,20,50,0.8,5.0,1.2025857206282713,-0.27184764466601624,0.9841259575747536
335,20,50,0.8,6.0,1.2237852677525012,-0.2916275983776778,0.9827144504857823
336,20,50,0.8,7.0,1.2000553366209492,-0.2655199952180154,0.9852204564769623
337,20,50,0.8,8.0,1.2238523969559636,-0.2994968268215315,0.9852029407911875
338,20,50,0.8,9.0,1.2121660558823586,-0.28543713007332217,0.9866145008405237
339,20,50,0.8,10.0,1.1915014629709066,-0.25782892897061566,0.9855183701152598
340,20,50,0.85,1.0,1.1414200058635344,-0.19302541425447356,0.9860343883629552
341,20,50,0.85,2.0,1.1711181398316637,-0.223463472917605,0.9892432402430499
342,20,50,0.85,3.0,1.1761127879569426,-0.21520970462510416,0.98319099448567
343,20,50,0.85,4.0,1.1531352278240452,-0.20342807829954995,0.9871475771384611
344,20,50,0.85,5.0,1.1507496217239885,-0.19600405923134817,0.9853602220938239
345,20,50,0.85,6.0,1.181650797621407,-0.23124020038392984,0.9844561230990596
346,20,50,0.85,7.0,1.1894546269651385,-0.2348663712044637,0.9860076364026634
347,20,50,0.85,8.0,1.1340156366232035,-0.18127794410712725,0.9848265928836917
348,20,50,0.85,9.0,1.1658082312291465,-0.21603494989691044,0.988763452228113
349,20,50,0.85,10.0,1.1748700270534091,-0.22537253110445493,0.9849259197747244
350,20,50,0.9,1.0,1.110905897252442,-0.14466877965300878,0.989228645183257
351,20,50,0.9,2.0,1.104939611145334,-0.1243221029099005,0.9886794109214627
352,20,50,0.9,3.0,1.095507965267481,-0.11992804134472532,0.9875935778503416
353,20,50,0.9,4.0,1.137794805777784,-0.15106715662295894,0.9857358607914882
354,20,50,0.9,5.0,1.13248335457413,-0.15283737707979408,0.9847955068820511
355,20,50,0.9,6.0,1.1094327680019278,-0.13169996820798113,0.9881369504266392
356,20,50,0.9,7.0,1.113358222287855,-0.1318552097604991,0.9870796834333015
357,20,50,0.9,8.0,1.1193163575474105,-0.13682564807573255,0.9848414046648288
358,20,50,0.9,9.0,1.1043985889346633,-0.12932763425074864,0.9863539360763308
359,20,50,0.9,10.0,1.1469743044567993,-0.16510780281102375,0.9893586373408487
360,20,50,0.95,1.0,1.0425640339553985,-0.05282915253852435,0.9910740227425165
361,20,50,0.95,2.0,1.0825038926159838,-0.07891692157766758,0.9895881119372671
362,20,50,0.95,3.0,1.0816204156355886,-0.07716528225386049,0.989437646384021
363,20,50,0.95,4.0,1.0834734449954433,-0.08301155324860611,0.9881639885460622
364,20,50,0.95,5.0,1.0663754441556295,-0.06428918055239181,0.9904344132585218
365,20,50,0.95,6.0,1.0800629590469426,-0.07537258442916041,0.9887759073537744
366,20,50,0.95,7.0,1.0780132956864135,-0.08228969536197178,0.9893919139582161
367,20,50,0.95,8.0,1.0906028083424903,-0.09177647949677112,0.9877340013616515
368,20,50,0.95,9.0,1.0693941225477377,-0.06557407539398796,0.9877902780634888
369,20,50,0.95,10.0,1.0981242228827772,-0.09190855575713823,0.9853762144556211
370,20,50,1.0,1.0,1.0332900635356768,-0.015770392341579932,0.9928788311412639
371,20,50,1.0,2.0,1.0437341303497205,-0.017299347655020347,0.9931436071492094
372,20,50,1.0,3.0,1.042151925463608,-0.015878121924693324,0.9928400714217525
373,20,50,1.0,4.0,1.050760230043442,-0.02405324811162791,0.9931296424506009
374,20,50,1.0,5.0,1.032895490488156,-0.0066430620254560365,0.9913701237850375
375,20,50,1.0,6.0,1.0578022904902555,-0.028941213279861478,0.9901842706770962
376,20,50,1.0,7.0,1.04339976816162,-0.019417491610284433,0.9907606605134648
377,20,50,1.0,8.0,1.0494298006774276,-0.02063083537454171,0.9909809952856079
378,20,50,1.0,9.0,1.0656507286072077,-0.036154286521646685,0.9904460067115085
379,20,50,1.0,10.0,1.0399249990211605,-0.014434070469311366,0.9910166929374757
380,30,50,0.1,1.0,3.4295263620406957,-4.089771689563411,0.9386714978681832
381,30,50,0.1,2.0,3.48310864225963,-4.146812844064877,0.9441245124693513
382,30,50,0.1,3.0,3.6302346084861954,-4.37083324867587,0.9310075951841288
383,30,50,0.1,4.0,4.369487059083927,-5.296610134439682,0.9469361249167638
384,30,50,0.1,5.0,4.787118572083094,-5.878240947537419,0.9539949315683114
385,30,50,0.1,6.0,4.668017706590774,-5.65375237134567,0.9265484546901925
386,30,50,0.1,7.0,4.329321718089642,-5.152567384286516,0.939913557695918
387,30,50,0.1,8.0,4.83024413436661,-5.755278391051202,0.9496493258544456
388,30,50,0.1,9.0,5.867104326456248,-7.226130283043931,0.9307502813024184
389,30,50,0.1,10.0,5.822944216572317,-7.144668418359593,0.9336507904943101
390,30,50,0.15,1.0,2.738140199470096,-2.9552832181965063,0.9499665680635676
391,30,50,0.15,2.0,3.036528274636294,-3.3272395720587453,0.9676581224235876
392,30,50,0.15,3.0,3.191448592759818,-3.481328792542314,0.9611144488011505
393,30,50,0.15,4.0,3.330252662643943,-3.603670192172005,0.9641223725639344
394,30,50,0.15,5.0,3.427157890483234,-3.699248997421944,0.9616713953110704
395,30,50,0.15,6.0,3.886890554133057,-4.27601839450924,0.9489531661111812
396,30,50,0.15,7.0,3.7208885611601006,-4.119146903759028,0.9525186969225482
397,30,50,0.15,8.0,3.91548356821922,-4.382981485940336,0.9497187432631542
398,30,50,0.15,9.0,3.7201528226503013,-4.053166334132035,0.9451665556870219
399,30,50,0.15,10.0,4.2199316658089625,-4.792523979653403,0.9427492545967955
400,30,50,0.2,1.0,2.4098945527674887,-2.3635542715027964,0.9716763376394205
401,30,50,0.2,2.0,2.5812783510250186,-2.55351765539109,0.9727694403210562
402,30,50,0.2,3.0,2.8020609192459873,-2.827009086937883,0.9450087509090033
403,30,50,0.2,4.0,2.7524768164349918,-2.7315829487140713,0.9695160522960201
404,30,50,0.2,5.0,2.905476936048636,-2.883481290833192,0.9656738346580601
405,30,50,0.2,6.0,2.955668525480764,-2.969725922099207,0.9648609347572309
406,30,50,0.2,7.0,3.152561839281114,-3.2054229235120273,0.9793678398970114
407,30,50,0.2,8.0,3.102688892019997,-3.162891914038499,0.9644055760766067
408,30,50,0.2,9.0,2.997303115905046,-3.047636880417717,0.969967750709589
409,30,50,0.2,10.0,3.062535825965369,-3.086440152311917,0.9659550428229793
410,30,50,0.25,1.0,2.0550090567353836,-1.8115475612682328,0.9720967966935824
411,30,50,0.25,2.0,2.4701530409218733,-2.2938888749668065,0.9752458561402566
412,30,50,0.25,3.0,2.3824917783023225,-2.160036408840114,0.9755212028131639
413,30,50,0.25,4.0,2.3290802895270586,-2.0978274997124813,0.9746627296689807
414,30,50,0.25,5.0,2.506594627967896,-2.3031811032018794,0.9761299824326566
415,30,50,0.25,6.0,2.483360080609691,-2.2784447403389816,0.9783794692103941
416,30,50,0.25,7.0,2.5061473830426237,-2.273012437043163,0.9666202868774562
417,30,50,0.25,8.0,2.622023673499261,-2.4445628387257123,0.9699982728010756
418,30,50,0.25,9.0,2.6295525574924574,-2.4618702562328894,0.9725050094674499
419,30,50,0.25,10.0,2.9007254891721415,-2.7481762579125606,0.9761523649397696
420,30,50,0.3,1.0,1.921502572179009,-1.5460988856108018,0.9820040484052667
421,30,50,0.3,2.0,2.1032865505473177,-1.750351322873397,0.9784427174498822
422,30,50,0.3,3.0,2.1400364464633617,-1.7527294799164246,0.9766136343737071
423,30,50,0.3,4.0,2.396651265176054,-2.0771599002004164,0.9802881454970741
424,30,50,0.3,5.0,2.3778715351033033,-2.0491429694451573,0.978856609166541
425,30,50,0.3,6.0,2.1385847277816548,-1.7413197927052722,0.9812742038368437
426,30,50,0.3,7.0,2.265816674440175,-1.9201024007910852,0.9773572482451296
427,30,50,0.3,8.0,2.3316450406914906,-1.9786888937563951,0.9752308623968062
428,30,50,0.3,9.0,2.4304356960464,-2.096902019154885,0.9786712002775794
429,30,50,0.3,10.0,2.271819126167525,-1.9216876733351924,0.9630830568623884
430,30,50,0.35,1.0,1.852349619522332,-1.4055896243526524,0.9820083654200614
431,30,50,0.35,2.0,1.8860551347203844,-1.4297671659325661,0.9854171613976306
432,30,50,0.35,3.0,2.005017799517256,-1.549445037393676,0.9830295586190314
433,30,50,0.35,4.0,2.019690526838088,-1.5386701463938488,0.9789781098699178
434,30,50,0.35,5.0,2.032513221815739,-1.5712893679956617,0.982179482523312
435,30,50,0.35,6.0,2.026069735123314,-1.5450619639292722,0.9762108064692352
436,30,50,0.35,7.0,2.0675388906717256,-1.5929681094319101,0.9793008465820512
437,30,50,0.35,8.0,2.0311945015285526,-1.5511466765524076,0.9804591070604223
438,30,50,0.35,9.0,2.0648536295686215,-1.5866729520763294,0.9800942278007154
439,30,50,0.35,10.0,2.0507292760760865,-1.5722997778730563,0.9769685225308814
440,30,50,0.4,1.0,1.7066930077098352,-1.1555922129357783,0.9820101338652449
441,30,50,0.4,2.0,1.7813480945836886,-1.2297400251554436,0.9856306506943662
442,30,50,0.4,3.0,1.846368986352773,-1.3023366351821912,0.9838992029685578
443,30,50,0.4,4.0,1.8444853078814372,-1.2800977544775671,0.9849105850101216
444,30,50,0.4,5.0,1.8795073177568313,-1.326859593941803,0.9819404562086831
445,30,50,0.4,6.0,1.8559382821150112,-1.2782758395897837,0.9853732990855892
446,30,50,0.4,7.0,1.9079859550910103,-1.3578344336738781,0.9836790646982321
447,30,50,0.4,8.0,1.9502178412961615,-1.4028740269312885,0.9818790567536453
448,30,50,0.4,9.0,1.9577202773798041,-1.3927267883389534,0.9859005096547684
449,30,50,0.4,10.0,1.9455903540063708,-1.394933018176951,0.9863054183121477
450,30,50,0.45,1.0,1.6245114954692483,-1.0021482595580835,0.9867261347183284
451,30,50,0.45,2.0,1.6749821461572967,-1.0506818357096985,0.9858486666484645
452,30,50,0.45,3.0,1.7374238030972369,-1.1146246227317012,0.9836671673029483
453,30,50,0.45,4.0,1.7038974261837478,-1.0724485299013284,0.9821153060490904
454,30,50,0.45,5.0,1.7041656859804344,-1.0648509512099706,0.9823681619306923
455,30,50,0.45,6.0,1.7573770167104819,-1.1182357782190242,0.9855478639181403
456,30,50,0.45,7.0,1.7751151440659783,-1.148478390690913,0.9840426731959351
457,30,50,0.45,8.0,1.799277982705966,-1.17171808183712,0.9874528004513159
458,30,50,0.45,9.0,1.785255345957363,-1.1435006463311874,0.9821976723550032
459,30,50,0.45,10.0,1.7982598974735982,-1.1709186516369545,0.9840427552410251
460,30,50,0.5,1.0,1.495572539895534,-0.8107957430730128,0.9867510021447593
461,30,50,0.5,2.0,1.6120532843408029,-0.9258219160422971,0.9865452526911275
462,30,50,0.5,3.0,1.6430225898258626,-0.9451215921870485,0.9895703190769394
463,30,50,0.5,4.0,1.6374309198304542,-0.9300041909745858,0.985282857914312
464,30,50,0.5,5.0,1.633347999298176,-0.9315705129769404,0.988910927950348
465,30,50,0.5,6.0,1.6496807863021843,-0.9667878341270709,0.9892090156829623
466,30,50,0.5,7.0,1.6173980299080948,-0.9145520538205962,0.9876156274935542
467,30,50,0.5,8.0,1.6614527499368041,-0.9604430388724025,0.9896577826675415
468,30,50,0.5,9.0,1.6060817056758403,-0.9295737074761048,0.9842339521701167
469,30,50,0.5,10.0,1.633164523677057,-0.9313459494451927,0.9844726902948414
470,30,50,0.55,1.0,1.450522340976178,-0.7258408955424324,0.9895648350711413
471,30,50,0.55,2.0,1.5473729662619635,-0.799527247215796,0.9855446169407787
472,30,50,0.55,3.0,1.5012708910708832,-0.7451181246469666,0.9892880512638426
473,30,50,0.55,4.0,1.5148525617180886,-0.7620671390483165,0.9882176011368532
474,30,50,0.55,5.0,1.5648663020658549,-0.8174292729880911,0.9840619030765521
475,30,50,0.55,6.0,1.5580706486973983,-0.8044844017911823,0.9886494416929988
476,30,50,0.55,7.0,1.5266524085377073,-0.7812302088164792,0.9886911611908339
477,30,50,0.55,8.0,1.5736956309759367,-0.8312157870059386,0.9879464750136384
478,30,50,0.55,9.0,1.6016129530736714,-0.8619189658933808,0.9893890654207637
479,30,50,0.55,10.0,1.4919274427189468,-0.748494756139424,0.9838465558760385
480,30,50,0.6,1.0,1.3644017066704572,-0.5836716749405757,0.9895842891429734
481,30,50,0.6,2.0,1.4307681383695054,-0.6407482414065332,0.9907182811424613
482,30,50,0.6,3.0,1.448315609680065,-0.6593357386167074,0.9893079709810451
483,30,50,0.6,4.0,1.4589371574999208,-0.6734066651231915,0.9906424340902994
484,30,50,0.6,5.0,1.4644004310437955,-0.6743776103331097,0.9860684065394087
485,30,50,0.6,6.0,1.4499601559568658,-0.6533092487023311,0.9909871181926176
486,30,50,0.6,7.0,1.4382145072821297,-0.656390585858311,0.987242803983721
487,30,50,0.6,8.0,1.4561515598768746,-0.6806813195008934,0.9887981985364276
488,30,50,0.6,9.0,1.442069404201547,-0.6476948545187262,0.9905180248018132
489,30,50,0.6,10.0,1.4723945698617216,-0.6787439422453075,0.9912057692394194
490,30,50,0.65,1.0,1.2885667554012656,-0.4687096377649757,0.9916023029572247
491,30,50,0.65,2.0,1.3639432605981792,-0.5405973464269661,0.9901780778697752
492,30,50,0.65,3.0,1.3752963822096584,-0.5458382890355507,0.9883460468675963
493,30,50,0.65,4.0,1.3693505194178135,-0.5304766184371904,0.9881683195651
494,30,50,0.65,5.0,1.3663975992142352,-0.5352720569994847,0.9905437040711469
495,30,50,0.65,6.0,1.3881180008038247,-0.5613114274106437,0.9909972514240426
496,30,50,0.65,7.0,1.3723078429809827,-0.5383002607969768,0.9879258660617406
497,30,50,0.65,8.0,1.3840473325512201,-0.5585052238838283,0.9899171657758975
498,30,50,0.65,9.0,1.3866074516593403,-0.5463689018789628,0.9907117907075437
499,30,50,0.65,10.0,1.4079586230999814,-0.5720367861317481,0.9912534992026505
500,30,50,0.7,1.0,1.2553391608787277,-0.406884838975602,0.9916512372921099
501,30,50,0.7,2.0,1.2937794767031636,-0.4351253144290818,0.9914819280469421
502,30,50,0.7,3.0,1.2913660275785699,-0.4272249127936133,0.9911317216988129
503,30,50,0.7,4.0,1.3014271035511478,-0.4379965613677131,0.9923494474270127
504,30,50,0.7,5.0,1.2725118596775928,-0.4094893839072021,0.990618248816754
505,30,50,0.7,6.0,1.3180435805264055,-0.45684080992313697,0.9869521200517474
506,30,50,0.7,7.0,1.2708782145858362,-0.4013357853862011,0.9906939107308185
507,30,50,0.7,8.0,1.2967781407613714,-0.4288979631530568,0.9915086118508849
508,30,50,0.7,9.0,1.3350521186149578,-0.46846863843855147,0.9917547956189324
509,30,50,0.7,10.0,1.3387990955215565,-0.4692622526217841,0.9914952875444241
510,30,50,0.75,1.0,1.2136710834484705,-0.32885160044660294,0.9925536298685766
511,30,50,0.75,2.0,1.257193643894918,-0.36033845246948,0.9924699162382069
512,30,50,0.75,3.0,1.247881774850314,-0.35899918129870345,0.9908814111971639
513,30,50,0.75,4.0,1.247477001875956,-0.35167475781832924,0.9928474424136979
514,30,50,0.75,5.0,1.2476405325166402,-0.34100915924061964,0.9912358178646441
515,30,50,0.75,6.0,1.2527714687335365,-0.36004060707381197,0.9916312364223602
516,30,50,0.75,7.0,1.2257864493927266,-0.3327078028842115,0.9927875046792728
517,30,50,0.75,8.0,1.250303212157013,-0.35872227718856065,0.9927327847339379
518,30,50,0.75,9.0,1.240861072230055,-0.34794897663832225,0.9920584568300406
519,30,50,0.75,10.0,1.2473360099133015,-0.34315196300987855,0.9894485877730483
520,30,50,0.8,1.0,1.168434743867392,-0.26160618224068116,0.9917022270965534
521,30,50,0.8,2.0,1.176263932974167,-0.2601857462432638,0.9924684809534707
522,30,50,0.8,3.0,1.1942569877089868,-0.2714842697137597,0.9903011919010437
523,30,50,0.8,4.0,1.18402036770866,-0.26245688334903894,0.9911917402205568
524,30,50,0.8,5.0,1.2012478872154229,-0.2824883898870241,0.9931499471761575
525,30,50,0.8,6.0,1.2045059692474018,-0.2798066144277366,0.9930663098878416
526,30,50,0.8,7.0,1.2024571331488454,-0.27940746076446177,0.9921145870685943
527,30,50,0.8,8.0,1.194155583154477,-0.26968389723422803,0.9933749750491818
528,30,50,0.8,9.0,1.1757324524183086,-0.2516980387140608,0.9921518146547958
529,30,50,0.8,10.0,1.2136166854708157,-0.2914055707763936,0.993030813648536
530,30,50,0.85,1.0,1.127195363703014,-0.19670235559192487,0.9938404962440799
531,30,50,0.85,2.0,1.152723316095686,-0.21023550811743458,0.9923895455644193
532,30,50,0.85,3.0,1.1521750518303244,-0.20325952078659668,0.9920350380131853
533,30,50,0.85,4.0,1.1571026905086157,-0.20830407857071281,0.9926555761907687
534,30,50,0.85,5.0,1.1585551918779136,-0.2069729058911022,0.9893831852680511
535,30,50,0.85,6.0,1.1456649208926428,-0.19678313888218527,0.9936144739935802
536,30,50,0.85,7.0,1.1302168798907366,-0.1780184755132995,0.9924786784714046
537,30,50,0.85,8.0,1.1666529371078274,-0.21510076752073087,0.9936060551888524
538,30,50,0.85,9.0,1.1614155409355955,-0.20796659461131414,0.9933461568183117
539,30,50,0.85,10.0,1.1393387076624877,-0.19120782172248546,0.9920413492687798
540,30,50,0.9,1.0,1.0776149693724704,-0.11310316256090895,0.9929598730677404
541,30,50,0.9,2.0,1.10072404469858,-0.1306450891811134,0.992881415353169
542,30,50,0.9,3.0,1.0968192049371481,-0.12639218849632794,0.9934381215374458
543,30,50,0.9,4.0,1.1159425424492482,-0.14683695661889085,0.9936045425646981
544,30,50,0.9,5.0,1.117528204356042,-0.14514611761432672,0.9924188839664337
545,30,50,0.9,6.0,1.128443163656712,-0.1549122513791487,0.9923622342806558
546,30,50,0.9,7.0,1.1066014824088417,-0.13137781022774606,0.9926929922838464
547,30,50,0.9,8.0,1.114080789246951,-0.1428181568133604,0.9931109883534877
548,30,50,0.9,9.0,1.1099379753571619,-0.133105926276542,0.9927695219578588
549,30,50,0.9,10.0,1.1239334746601852,-0.14900185778618638,0.993489893128902
550,30,50,0.95,1.0,1.0519029383137464,-0.06575919248982372,0.9943959921298978
551,30,50,0.95,2.0,1.0688722224842322,-0.07285657589407377,0.9949127738123436
552,30,50,0.95,3.0,1.0701929914249675,-0.06895267922536216,0.993982660645349
553,30,50,0.95,4.0,1.0554539056899646,-0.058705655291485546,0.9936412097149747
554,30,50,0.95,5.0,1.0658702511396496,-0.06471334164496646,0.9942226976303695
555,30,50,0.95,6.0,1.066602357661974,-0.07108019286114806,0.9939027625729613
556,30,50,0.95,7.0,1.0671788788410803,-0.06827431783352451,0.9949704831514825
557,30,50,0.95,8.0,1.07412572804699,-0.0711095860158576,0.9943059929196206
558,30,50,0.95,9.0,1.0762325542308495,-0.07589121974501929,0.9944534487804797
559,30,50,0.95,10.0,1.0657687893949208,-0.06892225931726031,0.9944991925170278
560,30,50,1.0,1.0,1.0193572769369237,-0.007978238398795768,0.9974530608948177
561,30,50,1.0,2.0,1.0259099005439025,-0.0076236844615185425,0.9963539472102404
562,30,50,1.0,3.0,1.031572331891413,-0.011601484725434296,0.9967389912224462
563,30,50,1.0,4.0,1.0306864292006972,-0.009303766465486007,0.9960514560241054
564,30,50,1.0,5.0,1.0400101473977255,-0.015262905317662301,0.9955391756466199
565,30,50,1.0,6.0,1.0305310596448496,-0.007635480943733075,0.9956954061596957
566,30,50,1.0,7.0,1.0281408909467236,-0.006540430713649903,0.9954907512823621
567,30,50,1.0,8.0,1.0368665973597613,-0.012173587681295273,0.9950946248126649
568,30,50,1.0,9.0,1.0392851733668325,-0.016157407002630242,0.9949516479565178
569,30,50,1.0,10.0,1.0371220801178787,-0.014225225426239708,0.9937637763907026
570,40,50,0.1,1.0,3.5634570091173585,-4.544645640235853,0.9360934855281353
571,40,50,0.1,2.0,3.286200719736132,-4.121503689788576,0.954353693309365
572,40,50,0.1,3.0,3.5884971671574926,-4.531137645428811,0.9606483167040214
573,40,50,0.1,4.0,4.097735271775976,-5.235439624200412,0.951092283310462
574,40,50,0.1,5.0,4.522221997106121,-5.906577163480459,0.9462464672986064
575,40,50,0.1,6.0,4.697308525168153,-6.0369069015551124,0.9622640622448815
576,40,50,0.1,7.0,4.868066591916252,-6.348586148652194,0.9447556582981067
577,40,50,0.1,8.0,5.101906353509154,-6.616323356900066,0.9551918926852888
578,40,50,0.1,9.0,4.950553298112652,-6.50374408814738,0.9622067692652537
579,40,50,0.1,10.0,4.831084073883768,-6.29702888637661,0.9474820449063628
580,40,50,0.15,1.0,2.8359849736582117,-3.2439557918500697,0.9691134562148994
581,40,50,0.15,2.0,2.7190678886829196,-3.0909808473909606,0.9689771411264608
582,40,50,0.15,3.0,2.933370643420709,-3.3271977496514276,0.9688298851880942
583,40,50,0.15,4.0,3.1566063994731373,-3.6173344536908028,0.9699870823457104
584,40,50,0.15,5.0,3.4066844469585886,-3.959474309711436,0.9812499823078387
585,40,50,0.15,6.0,3.498088417214079,-4.082254097500242,0.9533632716574243
586,40,50,0.15,7.0,3.4243766912337428,-4.013006874937995,0.9594409252251092
587,40,50,0.15,8.0,3.5742510467168658,-4.220448056671439,0.9702304501868536
588,40,50,0.15,9.0,3.817601637522009,-4.491687842254661,0.9692044179783752
589,40,50,0.15,10.0,3.792519336325814,-4.4908365093755345,0.9735316076445709
590,40,50,0.2,1.0,2.391270779644459,-2.491130396101771,0.9774966163368297
591,40,50,0.2,2.0,2.519389532860333,-2.6396713658231907,0.9764566014336008
592,40,50,0.2,3.0,2.6523783230165248,-2.7906095734069587,0.9759658811549652
593,40,50,0.2,4.0,2.823197127157044,-3.014583933422266,0.9754653027455493
594,40,50,0.2,5.0,2.8548373722737503,-3.0296034757904877,0.9804214400923691
595,40,50,0.2,6.0,2.898587358749128,-3.108630369030333,0.9751949371967896
596,40,50,0.2,7.0,2.9412378409039963,-3.1522183669415527,0.9647859628484273
597,40,50,0.2,8.0,3.1544499692125147,-3.4614082199472973,0.962536901851427
598,40,50,0.2,9.0,3.088105227168886,-3.316780587588017,0.9722897003707608
599,40,50,0.2,10.0,3.0394058937625212,-3.2610094973184247,0.9743284538892283
600,40,50,0.25,1.0,2.11002481124099,-1.9849219501930846,0.9820119677844101
601,40,50,0.25,2.0,2.3086583472432545,-2.2026247383038737,0.9855148040714479
602,40,50,0.25,3.0,2.318327320201746,-2.2103023657786034,0.985090309052422
603,40,50,0.25,4.0,2.4409855215903087,-2.3814097922146167,0.9774520529934646
604,40,50,0.25,5.0,2.4853076278136563,-2.4271611312348944,0.9784011676970683
605,40,50,0.25,6.0,2.600664899283793,-2.590875984784213,0.9819301535212924
606,40,50,0.25,7.0,2.6085292120483907,-2.5667995613975036,0.9819914086750391
607,40,50,0.25,8.0,2.536876198972367,-2.5144016881145395,0.9754775742088935
608,40,50,0.25,9.0,2.5177235398188995,-2.412860705045706,0.9793842571596801
609,40,50,0.25,10.0,2.6129442810386556,-2.6085119151260994,0.9741424074530427
610,40,50,0.3,1.0,2.082833043593548,-1.8360047488366498,0.985002558547284
611,40,50,0.3,2.0,2.022735454082068,-1.7624195071707163,0.9824141906344849
612,40,50,0.3,3.0,2.0937048807538163,-1.8201322901076598,0.9793078710979316
613,40,50,0.3,4.0,2.258510887621879,-2.007160155019583,0.9835436019799595
614,40,50,0.3,5.0,2.148543290735759,-1.8999888736205641,0.9786112004788743
615,40,50,0.3,6.0,2.1791515058935604,-1.9371927358897914,0.987747480021639
616,40,50,0.3,7.0,2.2110548820113047,-1.9495331910716722,0.9849390883280584
617,40,50,0.3,8.0,2.237618752901139,-2.0067319836496726,0.9771945471916418
618,40,50,0.3,9.0,2.2865997498542168,-2.08433781866234,0.9809980362563271
619,40,50,0.3,10.0,2.2395127855936408,-2.007481641086645,0.98316670339691
620,40,50,0.35,1.0,1.8885170826746827,-1.5131911790486476,0.9842930742104224
621,40,50,0.35,2.0,1.9753159152957118,-1.5956602318750592,0.9849354610384708
622,40,50,0.35,3.0,1.9777755797145633,-1.595540887258441,0.9858571732793147
623,40,50,0.35,4.0,1.974080834627438,-1.5852269956414164,0.9834615369667017
624,40,50,0.35,5.0,2.0231430216652986,-1.6555068871218244,0.9857574677694556
625,40,50,0.35,6.0,1.9690736901203625,-1.5765717346753454,0.9869586440118256
626,40,50,0.35,7.0,2.043411623848743,-1.665249419488741,0.9846584421126053
627,40,50,0.35,8.0,2.0169208348001293,-1.654319255798225,0.9800569064035309
628,40,50,0.35,9.0,2.103082856940961,-1.739453173993068,0.9829596821261737
629,40,50,0.35,10.0,2.049438887378145,-1.6469722503319193,0.9799122587735164
630,40,50,0.4,1.0,1.8029275705007517,-1.3288911101989513,0.98903798343139
631,40,50,0.4,2.0,1.787184613466902,-1.3016332533905572,0.9854772691959663
632,40,50,0.4,3.0,1.808497964494063,-1.311244521877341,0.9828590513292035
633,40,50,0.4,4.0,1.875756793038312,-1.388214832076296,0.9866541054594267
