,m,n,p,snr,nsspecfit_slope,nsspecfit_intercept,nsspecfit_r2
634,40,50,0.4,5.0,1.815459935903463,-1.3051181994142715,0.9862883811572818
635,40,50,0.4,6.0,1.9354817063167389,-1.4584857535631008,0.9876113177670159
636,40,50,0.4,7.0,1.919452779582107,-1.4499884352949366,0.9845579905337309
637,40,50,0.4,8.0,1.8767865506783175,-1.390352771169767,0.9862743095435447
638,40,50,0.4,9.0,1.8432125547933844,-1.3520188762429215,0.9868407943548645
639,40,50,0.4,10.0,1.9199404439437502,-1.4403507567410956,0.984915841362889
640,40,50,0.45,1.0,1.6367934443491206,-1.073340406522846,0.9908501188504234
641,40,50,0.45,2.0,1.6804212429705339,-1.1154801737426001,0.9886502915034198
642,40,50,0.45,3.0,1.6950388673794816,-1.123822049442133,0.9879327712877221
643,40,50,0.45,4.0,1.7656266348207872,-1.2020300507047068,0.9881615052250325
644,40,50,0.45,5.0,1.698301977914873,-1.1268925218448433,0.9865491680691172
645,40,50,0.45,6.0,1.7506470282895088,-1.171355464797257,0.9866237869303532
646,40,50,0.45,7.0,1.74967455116331,-1.1887691465546841,0.9870451176165773
647,40,50,0.45,8.0,1.6754772087205527,-1.0850398003179904,0.9859333677650228
648,40,50,0.45,9.0,1.7466041616440209,-1.1617439552314475,0.9886316509381498
649,40,50,0.45,10.0,1.7587170875830445,-1.2047489225433394,0.9911791529530657
650,40,50,0.5,1.0,1.4971248216458661,-0.8727359742163447,0.9907837213896539
651,40,50,0.5,2.0,1.5905634151922503,-0.9561291733815114,0.9901074947346729
652,40,50,0.5,3.0,1.5851173938409135,-0.9318816958451673,0.9888112590023764
653,40,50,0.5,4.0,1.608420937303173,-0.963108199869791,0.9910430757368639
654,40,50,0.5,5.0,1.5994480849120878,-0.9542534793132573,0.9915415546453575
655,40,50,0.5,6.0,1.6255152329163043,-0.981302676240186,0.9894189204159689
656,40,50,0.5,7.0,1.6355779120863876,-0.9912931843586344,0.9881363235275173
657,40,50,0.5,8.0,1.617613815897642,-0.9723422700389384,0.992316414508698
658,40,50,0.5,9.0,1.5776321261488102,-0.9212164579573778,0.9907614161760872
659,40,50,0.5,10.0,1.6255098055516999,-0.9903078518245467,0.9916101909663441
660,40,50,0.55,1.0,1.4492747977621394,-0.7556759628561851,0.9925595318105913
661,40,50,0.55,2.0,1.50898037270486,-0.8033988093808041,0.9906694774057131
662,40,50,0.55,3.0,1.5065928879206565,-0.8063241489840329,0.990631799036592
663,40,50,0.55,4.0,1.5168045099008274,-0.8209541739213015,0.9910553558230408
664,40,50,0.55,5.0,1.5343751064072768,-0.8279912135328701,0.9898977425015977
665,40,50,0.55,6.0,1.5193485335026913,-0.8137933807385984,0.9916304878566524
666,40,50,0.55,7.0,1.5366317168739192,-0.8279362653990283,0.9905849864575872
667,40,50,0.55,8.0,1.531950385110537,-0.8313661273799653,0.9919145759099601
668,40,50,0.55,9.0,1.5134563764530304,-0.7973261821097714,0.9915662839895546
669,40,50,0.55,10.0,1.567053799857835,-0.8719821691964892,0.9892571483017324
670,40,50,0.6,1.0,1.359430158806981,-0.6087859011724512,0.9931809404605032
671,40,50,0.6,2.0,1.414611899186888,-0.6596867170159385,0.9927333061258361
672,40,50,0.6,3.0,1.43269456372176,-0.6737134619841514,0.9919877346580332
673,40,50,0.6,4.0,1.4599489492435036,-0.7006174862961113,0.9925219450235266
674,40,50,0.6,5.0,1.4461561250038946,-0.6806603484229347,0.993041300673007
675,40,50,0.6,6.0,1.4446728095674357,-0.6850495776016257,0.9921199683820191
676,40,50,0.6,7.0,1.4291995987808632,-0.6612040509681045,0.9919215704585606
677,40,50,0.6,8.0,1.441016354502652,-0.6748243679738098,0.9917901144655028
678,40,50,0.6,9.0,1.4355105247379116,-0.6719318738374829,0.994991175458867
679,40,50,0.6,10.0,1.4265739665755583,-0.6696817729900534,0.9929869816722976
680,40,50,0.65,1.0,1.3465043379654713,-0.5597855304511874,0.9930729592055435
681,40,50,0.65,2.0,1.345376164690047,-0.5346606585260509,0.9927013715059145
682,40,50,0.65,3.0,1.3930296877051913,-0.5914284625036373,0.9932120723166304
683,40,50,0.65,4.0,1.357286177154481,-0.5569687814517141,0.9918511111248275
684,40,50,0.65,5.0,1.348928197497846,-0.5372372949455798,0.9942260329456485
685,40,50,0.65,6.0,1.3404425844350776,-0.5402073287099036,0.9917494133791195
686,40,50,0.65,7.0,1.3528677490616763,-0.5512118792772241,0.9928941712351353
687,40,50,0.65,8.0,1.3542159620349516,-0.5370407940125556,0.9925916341423976
688,40,50,0.65,9.0,1.3821604579886173,-0.57569052609328,0.9922055799447727
689,40,50,0.65,10.0,1.397964776800508,-0.6006591176250518,0.9927685827306899
690,40,50,0.7,1.0,1.2836641907083504,-0.4498243839938453,0.9939055030604192
691,40,50,0.7,2.0,1.2813772441370719,-0.43751808974725803,0.9942214557882074
692,40,50,0.7,3.0,1.2880948516095212,-0.44752771807336555,0.9933781126266485
693,40,50,0.7,4.0,1.3272351917535905,-0.47538788314788505,0.9940504614502096
694,40,50,0.7,5.0,1.2988346417418677,-0.44996268084798513,0.9920740881162468
695,40,50,0.7,6.0,1.31088943508725,-0.4635816970068446,0.9938893804633393
696,40,50,0.7,7.0,1.3029045495563898,-0.45009929252165637,0.9937748695498838
697,40,50,0.7,8.0,1.304667517709926,-0.45379269525115634,0.993206941192572
698,40,50,0.7,9.0,1.3184895300243045,-0.4793735344227583,0.9926646516483965
699,40,50,0.7,10.0,1.3487467408011402,-0.5015069276761925,0.9947114900223293
700,40,50,0.75,1.0,1.212935943700374,-0.3469801047348184,0.9940146577820632
701,40,50,0.75,2.0,1.2387863086093385,-0.3553474720405963,0.995543368977503
702,40,50,0.75,3.0,1.2532108255082586,-0.36942256677595287,0.9942474433286869
703,40,50,0.75,4.0,1.243159680220106,-0.35607622974537106,0.9946328452966599
704,40,50,0.75,5.0,1.2436439988828412,-0.3605421922581581,0.9942032778595502
705,40,50,0.75,6.0,1.2764455634789666,-0.3960167968620625,0.9943343142336302
706,40,50,0.75,7.0,1.272187253949546,-0.3965610586602701,0.9951558058972587
707,40,50,0.75,8.0,1.2387970018184795,-0.34940719396220077,0.9934927883888098
708,40,50,0.75,9.0,1.2665801929788612,-0.3808321638814573,0.9927408779276318
709,40,50,0.75,10.0,1.2452345098284312,-0.3612164109454796,0.9934460402697338
710,40,50,0.8,1.0,1.1735283520670363,-0.2701880588795301,0.9944801697987444
711,40,50,0.8,2.0,1.1844141106378046,-0.2771325742783243,0.9954577277397885
712,40,50,0.8,3.0,1.1912006070796721,-0.27375527742311134,0.9943933993751541
713,40,50,0.8,4.0,1.1861548506730633,-0.27215502543163,0.9944454502241346
714,40,50,0.8,5.0,1.1901553611201205,-0.27438946202426406,0.995662652162283
715,40,50,0.8,6.0,1.2047282448829129,-0.28899396594246657,0.9933261191950719
716,40,50,0.8,7.0,1.1857389731465946,-0.273076516255519,0.9932044010680207
717,40,50,0.8,8.0,1.1946287443409187,-0.2779748328247663,0.9933731735474387
718,40,50,0.8,9.0,1.1845030077450212,-0.2773564316846169,0.9941150223746608
719,40,50,0.8,10.0,1.2111090105820177,-0.2928415798428554,0.9937773987362206
720,40,50,0.85,1.0,1.1153296051306587,-0.18290084841393467,0.9953680389958416
721,40,50,0.85,2.0,1.1533009585190381,-0.21583963651100144,0.9950987036849576
722,40,50,0.85,3.0,1.1573358393609778,-0.21091867605546516,0.9953643880897868
723,40,50,0.85,4.0,1.1557678803301754,-0.21094853348768422,0.995097232763781
724,40,50,0.85,5.0,1.1478618976574098,-0.2072282841429398,0.9949308041985729
725,40,50,0.85,6.0,1.1485324629048261,-0.2023149404104835,0.9941024267668164
726,40,50,0.85,7.0,1.1546373204224643,-0.20574859317291705,0.9947858339210184
727,40,50,0.85,8.0,1.1426932249345534,-0.2019332747591903,0.9950755941265094
728,40,50,0.85,9.0,1.155803493117826,-0.20939182427299477,0.9955700762567933
729,40,50,0.85,10.0,1.1600791872342018,-0.21604805909041147,0.9948895706261609
730,40,50,0.9,1.0,1.0922127169279374,-0.1334219662162519,0.9962508628679865
731,40,50,0.9,2.0,1.0995886119018157,-0.1298239154997502,0.9964244561723803
732,40,50,0.9,3.0,1.0984553927757896,-0.12714537781091934,0.9953232765075706
733,40,50,0.9,4.0,1.1062973706538184,-0.1361242368738339,0.9967787019699774
734,40,50,0.9,5.0,1.1096985245091664,-0.13756335744632864,0.9956086223575411
735,40,50,0.9,6.0,1.1092635511777516,-0.13531380718780905,0.9957328335408157
736,40,50,0.9,7.0,1.1124690883366548,-0.1400128709377843,0.9947230485599498
737,40,50,0.9,8.0,1.1050381418717719,-0.1289937400053923,0.9951780620985204
738,40,50,0.9,9.0,1.105379646013403,-0.1343560125174436,0.9957963164168457
739,40,50,0.9,10.0,1.1038927338507087,-0.1314496110340731,0.9953995102861869
740,40,50,0.95,1.0,1.0490197598221225,-0.0674639832570774,0.9972764148492557
741,40,50,0.95,2.0,1.0648944220434455,-0.06910781860334111,0.9964128502604387
742,40,50,0.95,3.0,1.0559640812167368,-0.05895721379190959,0.9962130505834368
743,40,50,0.95,4.0,1.0708988626393985,-0.07675095914789012,0.9968807989875602
744,40,50,0.95,5.0,1.064594189020087,-0.0692465940432779,0.996837022942545
745,40,50,0.95,6.0,1.0661369013893753,-0.06959977564231992,0.9965562861415155
746,40,50,0.95,7.0,1.0626771356795484,-0.06360633862633117,0.9961345078708794
747,40,50,0.95,8.0,1.065722794457328,-0.07384798945022415,0.9953259191785235
748,40,50,0.95,9.0,1.0714660186793468,-0.07352994707593019,0.9956662549950538
749,40,50,0.95,10.0,1.0764295944687288,-0.07872317081337925,0.9959312004310545
750,40,50,1.0,1.0,1.0082117394935068,0.0022998492028148965,0.9985581174169006
751,40,50,1.0,2.0,1.0297296106138742,-0.010332840233541274,0.997678122799116
752,40,50,1.0,3.0,1.025517003010697,-0.008044213905001207,0.9979165371203177
753,40,50,1.0,4.0,1.035005084422828,-0.015054871054035524,0.9971604645120188
754,40,50,1.0,5.0,1.029492963749742,-0.011177134876474893,0.9972128671253933
755,40,50,1.0,6.0,1.0285809891860886,-0.01081654857674751,0.9976795325013196
756,40,50,1.0,7.0,1.027250225922768,-0.009708723845179878,0.9976120163393996
757,40,50,1.0,8.0,1.029094633441525,-0.007628146717506867,0.9971970930988154
758,40,50,1.0,9.0,1.022014848511593,-0.005075654469926372,0.9974991547162327
759,40,50,1.0,10.0,1.0266178890616038,-0.0072060077076321226,0.9974163282383888
760,50,50,0.1,1.0,3.4353256991882555,-4.6265678261784355,0.9671141787467858
761,50,50,0.1,2.0,3.598989924058759,-4.833837200483799,0.9599433086909995
762,50,50,0.1,3.0,3.7527251880999843,-5.104687461892327,0.9567317315821956
763,50,50,0.1,4.0,3.9590945216484714,-5.367185373244723,0.966368827107879
764,50,50,0.1,5.0,4.0267949076434615,-5.434310085548281,0.9576250104829025
765,50,50,0.1,6.0,4.240224216240877,-5.683959290477316,0.9566733281368152
766,50,50,0.1,7.0,4.758965928007838,-6.561501921468661,0.9367436382477287
767,50,50,0.1,8.0,4.45782339994534,-6.031079530030944,0.963081997308455
768,50,50,0.1,9.0,4.921870340633637,-6.735505751151341,0.9580915545031973
769,50,50,0.1,10.0,4.9544755668855975,-6.822076660296351,0.9646259816332383
770,50,50,0.15,1.0,2.9700024896326758,-3.66619684711413,0.9712923924329383
771,50,50,0.15,2.0,2.7896324600491633,-3.3279617545505245,0.9646363805743509
772,50,50,0.15,3.0,2.8454910754108353,-3.407247394310366,0.9739468425268379
773,50,50,0.15,4.0,3.2899036439574916,-4.071954188197737,0.9724206595255437
774,50,50,0.15,5.0,3.3171450314761857,-4.058745770910223,0.9721676057527324
775,50,50,0.15,6.0,3.2887046368248627,-4.037253170742014,0.9727127287934427
776,50,50,0.15,7.0,3.2327146008920393,-3.9348685511053008,0.9688581810987624
777,50,50,0.15,8.0,3.5945233749970895,-4.479514427717262,0.9722523464936351
778,50,50,0.15,9.0,3.687316078474619,-4.650340545952764,0.9702180506102808
779,50,50,0.15,10.0,3.4991617984907473,-4.303214735015038,0.9678972952197457
780,50,50,0.2,1.0,2.605562526191375,-2.9014303944328934,0.9808469954747929
781,50,50,0.2,2.0,2.446552160747946,-2.6825221033023263,0.9780225888072233
782,50,50,0.2,3.0,2.5797247900948923,-2.8576697181480712,0.9753189969802458
783,50,50,0.2,4.0,2.6888942715639454,-3.002715001901009,0.9773209787656798
784,50,50,0.2,5.0,2.7576254139473475,-3.0896914557081816,0.9672204779169835
785,50,50,0.2,6.0,2.7935268781083193,-3.1235100189593346,0.9766592433319783
786,50,50,0.2,7.0,2.7013177032549747,-2.9808754385482708,0.9746519401273479
787,50,50,0.2,8.0,2.8898314320393323,-3.275475140886359,0.9783744250644688
788,50,50,0.2,9.0,2.933405718031285,-3.2976172956634486,0.982713710419987
789,50,50,0.2,10.0,2.8933010169572033,-3.2678858312236967,0.9836579049303904
790,50,50,0.25,1.0,2.2097749833637494,-2.2559263908459934,0.9813224642278019
791,50,50,0.25,2.0,2.248508666480607,-2.2828829285057126,0.984106106672653
792,50,50,0.25,3.0,2.3108523415823754,-2.3326839456865325,0.986009868382635
793,50,50,0.25,4.0,2.4270245677828783,-2.4927149127107695,0.9790896658919545
794,50,50,0.25,5.0,2.3712031142086007,-2.393385409122378,0.9822035583904561
795,50,50,0.25,6.0,2.451215324342913,-2.501672073006943,0.9873835327095364
796,50,50,0.25,7.0,2.420807800656954,-2.4538427123706414,0.9802608992412528
797,50,50,0.25,8.0,2.3779583441006826,-2.405899404869972,0.9834633384834071
798,50,50,0.25,9.0,2.5754403710472418,-2.6882424275353136,0.9822492442572786
799,50,50,0.25,10.0,2.621428056901174,-2.7349803839198263,0.9815870267074438
800,50,50,0.3,1.0,2.037412738517561,-1.893977906419305,0.9843468014624339
801,50,50,0.3,2.0,2.0660879231466023,-1.9129664133447577,0.9860064132231899
802,50,50,0.3,3.0,2.120647567539597,-1.9543167573268563,0.9873773920785689
803,50,50,0.3,4.0,2.21239107654246,-2.066826810383838,0.9864631701171607
804,50,50,0.3,5.0,2.260777811264897,-2.1464300229922397,0.982674430378219
805,50,50,0.3,6.0,2.2281239516809785,-2.0990070940364975,0.9839018613489772
806,50,50,0.3,7.0,2.2000222881048446,-2.074174039083915,0.9850725343209689
807,50,50,0.3,8.0,2.25853409121009,-2.1544324661942005,0.9845716192157775
808,50,50,0.3,9.0,2.0847898591215683,-1.9043486062592365,0.9850798648027956
809,50,50,0.3,10.0,2.3166120473014598,-2.1975983737833027,0.9838940470025292
810,50,50,0.35,1.0,1.8126262954674413,-1.5003996233728365,0.9888768394190542
811,50,50,0.35,2.0,1.8743666629098947,-1.5789631483386004,0.9891445993088333
812,50,50,0.35,3.0,1.9265975364240575,-1.6154067340950025,0.9900154106656732
813,50,50,0.35,4.0,2.028447686613254,-1.754194628455295,0.9851780659093994
814,50,50,0.35,5.0,1.9125232388506728,-1.6042650811108543,0.9867416106130051
815,50,50,0.35,6.0,2.035523929820347,-1.7661497762013678,0.9891734607811443
816,50,50,0.35,7.0,2.024744655920439,-1.7466415338523433,0.988786572208026
817,50,50,0.35,8.0,1.9887873081685057,-1.6678684910257158,0.9882365207971663
818,50,50,0.35,9.0,2.0263601978008725,-1.7343529981138714,0.9852101864091359
819,50,50,0.35,10.0,2.0156615313064328,-1.7277780047984233,0.9902112738509505
820,50,50,0.4,1.0,1.703363751240559,-1.292732241925437,0.9909320584824778
821,50,50,0.4,2.0,1.8167066426858085,-1.4074083797460561,0.9900276715221696
822,50,50,0.4,3.0,1.8262627492484846,-1.4162076747453003,0.9889671890289984
823,50,50,0.4,4.0,1.8103460263793214,-1.3957686666675697,0.9862343349498277
824,50,50,0.4,5.0,1.8285753905018425,-1.4178774936142235,0.9908601951097292
825,50,50,0.4,6.0,1.8412614009932557,-1.435232019667913,0.9882491831202704
826,50,50,0.4,7.0,1.8798959314104327,-1.4864410311422218,0.989782553424569
827,50,50,0.4,8.0,1.8133618357680927,-1.400997072077693,0.9872924864941808
828,50,50,0.4,9.0,1.8797537963876767,-1.478388160931829,0.9866261549415689
829,50,50,0.4,10.0,1.861400132194404,-1.4526385426753803,0.9887696978936857
830,50,50,0.45,1.0,1.632903875476408,-1.1289231818190038,0.9901135612361125
831,50,50,0.45,2.0,1.6171595184540937,-1.1050165051392655,0.9926809314682711
832,50,50,0.45,3.0,1.65452533400189,-1.1382630946061107,0.9915533695191326
833,50,50,0.45,4.0,1.736437923450667,-1.2193933715149672,0.9888302375465718
834,50,50,0.45,5.0,1.7146361978800013,-1.1946091348886019,0.9899843016095187
835,50,50,0.45,6.0,1.7281080609847987,-1.221987318582173,0.990959615800233
836,50,50,0.45,7.0,1.7410871430082515,-1.2352122930075933,0.9895409376402597
837,50,50,0.45,8.0,1.7225430704276952,-1.2112161895915332,0.9881789725060799
838,50,50,0.45,9.0,1.7083922397082993,-1.1880888106471947,0.9916803117533112
839,50,50,0.45,10.0,1.7178925569813384,-1.2088087181966851,0.99062694734593
840,50,50,0.5,1.0,1.5117788059545485,-0.9313197693890493,0.9935413544508706
841,50,50,0.5,2.0,1.564504899904763,-0.9710663413629558,0.9920262615624269
842,50,50,0.5,3.0,1.5579350288233424,-0.9580732020138424,0.9921798665066526
843,50,50,0.5,4.0,1.6218437139616537,-1.0366741854199495,0.9906592359815589
844,50,50,0.5,5.0,1.5963719619867753,-0.999428942145847,0.9904110142578485
845,50,50,0.5,6.0,1.5818913796078997,-0.989064485962315,0.9918971429171932
846,50,50,0.5,7.0,1.6202094580961508,-1.03702723041222,0.9900635077973525
847,50,50,0.5,8.0,1.6139322915292258,-1.0266498442886238,0.9917069650799706
848,50,50,0.5,9.0,1.5987229726452759,-1.0022310674992536,0.99160467203174
849,50,50,0.5,10.0,1.6178368114865045,-1.0236019360925777,0.9899153161971841
850,50,50,0.55,1.0,1.4554214327778894,-0.8013440664649455,0.9931410781198124
851,50,50,0.55,2.0,1.5137114913228713,-0.8596709164364228,0.9926396968977669
852,50,50,0.55,3.0,1.5279409666497037,-0.8752776562963023,0.9911812953780883
853,50,50,0.55,4.0,1.5148676740349063,-0.843317924512422,0.9942454868016496
854,50,50,0.55,5.0,1.5040959631446147,-0.8511788950769763,0.993309540085162
855,50,50,0.55,6.0,1.5306131531278666,-0.8676730039975172,0.9918227969427962
856,50,50,0.55,7.0,1.5188993992867104,-0.8443489082763203,0.99276229367821
857,50,50,0.55,8.0,1.5329108875962163,-0.877968456622949,0.9923881937252702
858,50,50,0.55,9.0,1.5302497639406616,-0.8660949815790037,0.9920792766064
859,50,50,0.55,10.0,1.5417970520467945,-0.8734787162203459,0.9919707176138608
860,50,50,0.6,1.0,1.3534601383387874,-0.6451046206041766,0.9944822259218817
861,50,50,0.6,2.0,1.3926985286409366,-0.6668658246307521,0.9925028179031681
862,50,50,0.6,3.0,1.440606539572477,-0.7260159079711244,0.9945520787933292
863,50,50,0.6,4.0,1.454957241522027,-0.7290095302229652,0.993522748759653
864,50,50,0.6,5.0,1.445894500012591,-0.7235123397104628,0.9936825807887942
865,50,50,0.6,6.0,1.4565885897160527,-0.7325343226275175,0.993149812342746
866,50,50,0.6,7.0,1.4466477365225034,-0.7236340645487832,0.9924381513201321
867,50,50,0.6,8.0,1.456307742889888,-0.7265242823956612,0.9937620188758866
868,50,50,0.6,9.0,1.4309819085545952,-0.7099891495652197,0.9933654001282284
869,50,50,0.6,10.0,1.4472698590385293,-0.7186988538030583,0.9926565786863966
870,50,50,0.65,1.0,1.3464880027839061,-0.5853540397343754,0.9946273591602287
871,50,50,0.65,2.0,1.3660915269632528,-0.5816934332224525,0.9936878137831353
872,50,50,0.65,3.0,1.3426823195041977,-0.5659603773491448,0.9939002439221014
873,50,50,0.65,4.0,1.3711409247608888,-0.5932497339796642,0.9934420221359724
874,50,50,0.65,5.0,1.3526735742764466,-0.5854701193200875,0.9933475044852909
875,50,50,0.65,6.0,1.3716791973526878,-0.5897751528373967,0.994532476279046
876,50,50,0.65,7.0,1.3829209551436334,-0.6084358435216298,0.9948427000473521
877,50,50,0.65,8.0,1.3622056012592814,-0.5862302968274495,0.9933271336175832
878,50,50,0.65,9.0,1.3705640748143035,-0.5891724066558495,0.9941523975211879
879,50,50,0.65,10.0,1.3710020784345893,-0.5906095694930333,0.994108051075673
880,50,50,0.7,1.0,1.2512653641393094,-0.4359794283982345,0.9946236712895169
881,50,50,0.7,2.0,1.2925723030989513,-0.4783604574398077,0.9934034870766795
882,50,50,0.7,3.0,1.3192122686499643,-0.4983238634454622,0.995773772463217
883,50,50,0.7,4.0,1.3158624975226616,-0.4925407627887832,0.9941463354801673
884,50,50,0.7,5.0,1.3120978180058018,-0.48540267325439457,0.9937818974902474
885,50,50,0.7,6.0,1.3202457427925778,-0.5017766906794117,0.9944959976380418
886,50,50,0.7,7.0,1.2943212759584735,-0.46591353448454775,0.9954728440544592
887,50,50,0.7,8.0,1.317175086027848,-0.49501339319937576,0.9935658039344488
888,50,50,0.7,9.0,1.3155118789080875,-0.4985798932205066,0.9950999180351492
889,50,50,0.7,10.0,1.3230610685090958,-0.49401343226221267,0.9945418320629574
890,50,50,0.75,1.0,1.2360841240128886,-0.3846427007412564,0.9948127582919509
891,50,50,0.75,2.0,1.2358466303040803,-0.3777410430333324,0.9952222156388215
892,50,50,0.75,3.0,1.2691505025100127,-0.4124025269365467,0.9949849716586414
893,50,50,0.75,4.0,1.2463159880000139,-0.38306507341900564,0.9945586260042963
894,50,50,0.75,5.0,1.248343099696838,-0.37813373091778363,0.9959697784506611
895,50,50,0.75,6.0,1.259696918952756,-0.3918773781647663,0.995331844588186
896,50,50,0.75,7.0,1.2462538681095334,-0.3827304667739328,0.995562574846185
897,50,50,0.75,8.0,1.2427845312107295,-0.37583914183440503,0.9956103074058145
898,50,50,0.75,9.0,1.254655354564319,-0.3934154739330095,0.9956637813096592
899,50,50,0.75,10.0,1.2524807258731807,-0.3867302606105996,0.9948345186086872
900,50,50,0.8,1.0,1.1609735737950384,-0.27204724800922003,0.9958534085347399
901,50,50,0.8,2.0,1.1863478493827457,-0.29061498765618554,0.9955000250753526
902,50,50,0.8,3.0,1.1972170443892445,-0.2909478077229057,0.9956898647076295
903,50,50,0.8,4.0,1.1911104057108295,-0.2940150020440866,0.9950418820623506
904,50,50,0.8,5.0,1.1908171516278903,-0.28955543523591953,0.9958679157573972
905,50,50,0.8,6.0,1.2007493709470942,-0.29583660983194593,0.9956521233388165
906,50,50,0.8,7.0,1.1951582728414312,-0.28907249666184087,0.9952087748133966
907,50,50,0.8,8.0,1.204822621300956,-0.30400734414512653,0.9955618102222662
908,50,50,0.8,9.0,1.1827898575246227,-0.28246475839435536,0.9942492185085359
909,50,50,0.8,10.0,1.207830847469154,-0.3098081589585192,0.9948327661965785
910,50,50,0.85,1.0,1.1336786945011916,-0.20670834395040544,0.9968567600642351
911,50,50,0.85,2.0,1.1448423250173734,-0.21184974802934226,0.996583147581634
912,50,50,0.85,3.0,1.1460069039626921,-0.2116038139093876,0.9961092529191979
913,50,50,0.85,4.0,1.1437440442922848,-0.2074257421147569,0.9953124120228145
914,50,50,0.85,5.0,1.1374211968026244,-0.20112557486628413,0.995878827117559
915,50,50,0.85,6.0,1.1503949049160975,-0.21281672197882542,0.9959039000818727
916,50,50,0.85,7.0,1.141483969920047,-0.20926660848832945,0.9967707347225865
917,50,50,0.85,8.0,1.1472071964902626,-0.21694632221679422,0.9959974963431388
918,50,50,0.85,9.0,1.153341310331615,-0.22042172413312552,0.996332458723501
919,50,50,0.85,10.0,1.153346783214892,-0.21898146028044022,0.9966030799175207
920,50,50,0.9,1.0,1.079633949183925,-0.12602061800864778,0.9969998914777511
921,50,50,0.9,2.0,1.0970700109204556,-0.1354965024597727,0.996712816343738
922,50,50,0.9,3.0,1.1063469703368025,-0.1408720721490324,0.9962880038041693
923,50,50,0.9,4.0,1.095702901991586,-0.13233234624066545,0.996882289418959
924,50,50,0.9,5.0,1.112220488290971,-0.1457391206398458,0.9970590538740183
925,50,50,0.9,6.0,1.1000851614436076,-0.13151102990956276,0.9963756423201536
926,50,50,0.9,7.0,1.096775015491691,-0.1303725486132054,0.9967770373968747
927,50,50,0.9,8.0,1.1015071429542487,-0.13520477502959377,0.9961402362656147
928,50,50,0.9,9.0,1.1060224193330659,-0.13894661809962666,0.9969694305528701
929,50,50,0.9,10.0,1.1030717807665238,-0.1377277818390458,0.9970314050806659
930,50,50,0.95,1.0,1.0448708059588199,-0.06095916416821014,0.9977473551512255
931,50,50,0.95,2.0,1.0569982631839192,-0.06820785139706728,0.9972129903318929
932,50,50,0.95,3.0,1.0596233142323837,-0.06565594336035276,0.9971914921017628
933,50,50,0.95,4.0,1.0567852122554036,-0.06478722044500461,0.9975194094008082
934,50,50,0.95,5.0,1.0672810719158234,-0.07588695019486716,0.997550361894833
935,50,50,0.95,6.0,1.053597243347755,-0.06300522532950255,0.997283837027106
936,50,50,0.95,7.0,1.0655028010608782,-0.07296509063104224,0.997249736179859
937,50,50,0.95,8.0,1.0610032594694672,-0.06973333566948804,0.9973770204207764
938,50,50,0.95,9.0,1.0506225212530738,-0.06076844543158022,0.9977005076246026
939,50,50,0.95,10.0,1.0665063257182406,-0.07546572305258017,0.9970547391629481
940,50,50,1.0,1.0,1.0085519509265066,8.97603514265044e-05,0.9991002785912851
941,50,50,1.0,2.0,1.021216315953923,-0.00649374794446359,0.998351908630329
942,50,50,1.0,3.0,1.0210521852001686,-0.004077413558144704,0.9983715056397063
943,50,50,1.0,4.0,1.025785098308884,-0.007474933628381997,0.9978423969560897
944,50,50,1.0,5.0,1.021417924946872,-0.004945159979973512,0.9983314541154421
945,50,50,1.0,6.0,1.0256034447088371,-0.0062370251226515185,0.9980830911592141
946,50,50,1.0,7.0,1.0235911473071306,-0.00683811818432023,0.9983486608517366
947,50,50,1.0,8.0,1.0227833147075627,-0.002386419725142741,0.9983101601567634
948,50,50,1.0,9.0,1.024373755167551,-0.007547159850754326,0.9986381899942616
949,50,50,1.0,10.0,1.0290076300246647,-0.008826999123878475,0.9983508371879373
